"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GVJMIXEQ","conferencePaper","2015","Maalej, W.; Nabil, H.","Bug report, feature request, or simply praise? On automatically classifying app reviews","Requirements Engineering Conference (RE), 2015 IEEE 23rd International","","","10.1109/RE.2015.7320414","","App stores like Google Play and Apple AppStore have over 3 Million apps covering nearly every kind of software and service. Billions of users regularly download, use, and review these apps. Recent studies have shown that reviews written by the users represent a rich source of information for the app vendors and the developers, as they include information about bugs, ideas for new features, or documentation of released features. This paper introduces several probabilistic techniques to classify app reviews into four types: bug reports, feature requests, user experiences, and ratings. For this we use review metadata such as the star rating and the tense, as well as, text classification, natural language processing, and sentiment analysis techniques. We conducted a series of experiments to compare the accuracy of the techniques and compared them with simple string matching. We found that metadata alone results in a poor classification accuracy. When combined with natural language processing, the classification precision got between 70-95% while the recall between 80-90%. Multiple binary classifiers outperformed single multiclass classifiers. Our results impact the design of review analytics tools which help app vendors, developers, and users to deal with the large amount of reviews, filter critical reviews, and assign them to the appropriate stakeholders.","2015-08","2016-03-14 21:38:54","2016-03-14 21:38:54","","116-125","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Apple AppStore; app reviews classification; App stores; bug report; Computer crashes; data mining; feature requests; Google; Google Play; Machine learning algorithms; Metadata; multiclass classifiers; multiple binary classifiers; natural language processing; pattern classification; probability; review analytics tool design; review metadata; sentiment analysis techniques; several probabilistic techniques; software reviews; star rating; string matching; text analysis; Text Classification; Training; user experiences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53IUN4H4","conferencePaper","2011","Ghezzi, G.; Gall, H. C.","SOFAS: A Lightweight Architecture for Software Analysis as a Service","Software Architecture (WICSA), 2011 9th Working IEEE/IFIP Conference on","","","10.1109/WICSA.2011.21","","Access to data stored in software repositories by systems such as version control, bug and issue tracking, or mailing lists is essential for assessing the quality of a software system. A myriad of analyses exploiting that data have been proposed throughout the years: source code analysis, code duplication analysis, co-change analysis, bug prediction, or detection of bug fixing patterns. However, easy and straight forward synergies between these analyses rarely exist. To tackle this problem we have developed SOFAS, a distributed and collaborative software analysis platform to enable a seamless interoperation of such analyses. In particular, software analyses are offered as Restful web services that can be accessed and composed over the Internet. SOFAS services are accessible through a software analysis catalog where any project stakeholder can, depending on the needs or interests, pick specific analyses, combine them, let them run remotely and then fetch the final results. That way, software developers, testers, architects, or quality assurance experts are given access to quality analysis services. They are shielded from many peculiarities of tool installations and configurations, but SOFAS offers them sophisticated and easy-to-use analyses. This paper describes in detail our SOFAS architecture, its considerations and implementation aspects, and the current set of implemented and offered Restful analysis services.","2011-06","2016-03-14 21:38:55","2016-03-14 21:38:55","","93-102","","","","","","","","","","","","","","","","","","","","","","","","bug fixing pattern; bug prediction; cochange analysis; code duplication analysis; collaborative software analysis platform; Computer architecture; Couplings; data access; groupware; History; Information retrieval; Internet; issue tracking; lightweight architecture; mailing list; Measurement; Ontologies; program testing; quality analysis service; quality assurance expert; RESTful Web service; service-oriented architecture; SOFAS; Software; software analysis as a service; software developer; software quality; software repository; source code analysis; version control; Web services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZWCAEC2","conferencePaper","2014","Xia, X.; Lo, D.; Qiu, W.; Wang, X.; Zhou, B.","Automated Configuration Bug Report Prediction Using Text Mining","Computer Software and Applications Conference (COMPSAC), 2014 IEEE 38th Annual","","","10.1109/COMPSAC.2014.17","","Configuration bugs are one of the dominant causes of software failures. Previous studies show that a configuration bug could cause huge financial losses in a software system. The importance of configuration bugs has attracted various research studies, e.g., To detect, diagnose, and fix configuration bugs. Given a bug report, an approach that can identify whether the bug is a configuration bug could help developers reduce debugging effort. We refer to this problem as configuration bug reports prediction. To address this problem, we develop a new automated framework that applies text mining technologies on the natural-language description of bug reports to train a statistical model on historical bug reports with known labels (i.e., Configuration or non-configuration), and the statistical model is then used to predict a label for a new bug report. Developers could apply our model to automatically predict labels of bug reports to improve their productivity. Our tool first applies feature selection techniques (e.g., Information gain and Chi-square) to pre-process the textual information in bug reports, and then applies various text mining techniques (e.g., Naive Bayes, SVM, naive Bayes multinomial) to build statistical models. We evaluate our solution on 5 bug report datasets including accumulo, activemq, camel, flume, and wicket. We show that naive Bayes multinomial with information gain achieves the best performance. On average across the 5 projects, its accuracy, configuration F-measure and non-configuration F-measure are 0.811, 0.450, and 0.880, respectively. We also compare our solution with the method proposed by Arshad et al. The results show that our proposed approach that uses naive Bayes multinomial with information gain on average improves accuracy, configuration F-measure and non-configuration F-measure scores of Arshad et al.'s method by 8.34%, 103.7%, and 4.24%, respectively.","2014-07","2016-03-14 21:38:55","2016-03-14 21:38:55","","107-116","","","","","","","","","","","","","","","","","","","","","","","","accumulo; activemq; bug detection; bug diagnosis; Buildings; camel; Computer bugs; Configuration Bug; configuration bug report prediction; configuration F-measure; data mining; debugging effort; feature extraction; Feature Selection; feature selection techniques; flume; information gain; naive Bayes multinomial; natural-language description; Predictive models; program debugging; software failure; statistical analysis; statistical model; support vector machines; text analysis; text mining; Training; wicket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WV3BQRQF","conferencePaper","2011","D'Ambros, M.; Robbes, R.","Effective mining of software repositories","Software Maintenance (ICSM), 2011 27th IEEE International Conference on","","","10.1109/ICSM.2011.6080839","","With the advent of open-source, the Internet, and the consequent widespread adoption of distributed development tools, such as software configuration management and issue tracking systems, a vast amount of valuable information concerning software development and evolution has become available. Mining Software Repositories (MSR)-a very active and interest-growing research field-deals with retrieving and analyzing this data. Empirical analyses of software repositories allow researchers to validate assumptions previously based only on intuitions, as well as finding novel theories. In turn, these theories about the software development phenomenon have been translated into concrete approaches and tools that support software developers and managers in their daily tasks. In this tutorial, we provide an overview of the state of the art of MSR. In particular, we describe what software repositories are, what in turn Mining Software Repositories is, what techniques are available to researchers and practitioners, and finally, what the limitations of MSR are nowadays, and how to fix them.","2011-09","2016-03-14 21:38:55","2016-03-14 21:38:55","","598-598","","","","","","","","","","","","","","","","","","","","","","","","configuration management; data mining; distributed development tool; Internet; issue tracking system; mining software repositories; MSR; software configuration management; software development; software evolution; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8ZAIBWB","conferencePaper","2015","Jiang, Shihai; Shen, Liwei; Peng, Xin; Lv, Zhaojin; Zhao, Wenyun","Understanding developers' natural language queries with interactive clarification","Software Analysis, Evolution and Reengineering (SANER), 2015 IEEE 22nd International Conference on","","","10.1109/SANER.2015.7081811","","When performing software maintenance tasks, developers often need to understand a series of background knowledge based on information distributed in different software repositories such as source codes, version control systems and bug tracking systems. An effective way to support developers to understand such knowledge is to provide an integrated knowledge base and allow them to ask questions using natural language. Existing approaches cannot well support natural language questions that involve a series of conceptual relationships and are phrased in a flexible way. In this paper, we propose an interactive approach for understanding developers' natural language queries. The approach can understand a developer's natural language questions phrased in different ways by generating a set of ranked and human-readable candidate questions and getting feedback from the developer. Based on the candidate question confirmed by the developer, the approach can then synthesize an answer by constructing and executing a structural query to the knowledge base. We have implemented a tool following the proposed approach and conducted a user study using the tool. The results show that our approach can help developers get the desired answers more easily and accurately.","2015-03","2016-03-14 21:38:56","2016-03-14 21:38:56","","13-22","","","","","","","","","","","","","","","","","","","","","","","","bug tracking systems; Computer bugs; developers; human-readable candidate questions; interactive clarification; knowledge base; knowledge based systems; natural language processing; natural language queries; natural language questions; Natural languages; Navigation; Ontologies; OWL; program debugging; query processing; Software; software maintenance; software maintenance tasks; software repositories; source codes; source code (software); structural query; version control systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3D6D8UB","conferencePaper","2011","Kaushik, N.; Tahvildari, L.; Moore, M.","Reconstructing Traceability between Bugs and Test Cases: An Experimental Study","Reverse Engineering (WCRE), 2011 18th Working Conference on","","","10.1109/WCRE.2011.58","","In manual testing, testers typically follow the steps listed in the bug report to verify whether a bug has been fixed or not. Depending on time and availability of resources, a tester may execute some additional test cases to ensure test coverage. In the case of manual testing, the process of finding the most relevant manual test cases to run is largely manual and involves tester expertise. From a usability standpoint, the task of finding the most relevant test cases is tedious as the tester typically has to switch between the defect management tool and the test case management tool in order to search for test cases relevant to the bug at hand. In this paper, we use IR techniques to recover trace ability between bugs and test cases with the aim of recommending test cases for bugs. We report on our experience of recovering trace ability between bugs and test cases using techniques such as Latent Semantic Indexing (LSI) and Latent Dirichlet Allocation (LDA) through a small industrial case study.","2011-10","2016-03-14 21:38:56","2016-03-14 21:38:56","","411-414","","","","","","","","","","","","","","","","","","","","","","","","bug; bug report; Computer bugs; Couplings; defect management tool; Indexing; IR techniques; Large scale integration; latent dirichlet allocation; latent semantic indexing; LSI; Manuals; manual testing; program diagnostics; program testing; Semantics; test case; test case management tool; test cases; Testing; traceability; traceability reconstruction; usability standpoint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E75TV42J","conferencePaper","2013","Davies, S.; Roper, M.","Bug localisation through diverse sources of information","Software Reliability Engineering Workshops (ISSREW), 2013 IEEE International Symposium on","","","10.1109/ISSREW.2013.6688891","","Many approaches have been proposed to address the problem of bug localisation - taking a bug report and recommending to developers the possible locations of the bug in the project. However, these can often require significant up-front work from developers, and are not widely adopted. Furthermore, those techniques which do not require this up-front investment are often far from accurate, and do not take advantage of all of the information that they could. We propose a technique for combining information from multiple, novel sources of information about a project and a bug, and use this to recommend bug locations to developers. We also identify how this technique could be used to create a low-effort tool for bug localisation, with the aim of increasing developer adoption. We evaluate the technique on 1143 bugs in three open-source projects, and find that it can be used to increase the number of bugs where the first relevant method recommended to developers is the top result from 98 to 132 and in the top-10 from 271 to 322.","2013-11","2016-03-14 21:38:57","2016-03-14 21:38:57","","126-131","","","","","","","","","","","","","","","","","","","","","","","","bug localisation; bug report; Computer bugs; Computers; Data models; History; information sources; Linear regression; mining software repositories; open-source projects; open source software; program debugging; Project management; software management; up-front technique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHQBG7MW","conferencePaper","2011","Murray, M. C.","Work in progress #x2014; Creating a professional software development environment to support capstone programming projects","Frontiers in Education Conference (FIE), 2011","","","10.1109/FIE.2011.6143100","","Experiential education provides valuable learning opportunities for students in the computing disciplines. Assigning students to work on real-world projects is often seen as a way for students to practice what they have learned in the classroom. While a desirable goal, logistics often make it difficult to provide these types of experiences. However, it is vitally important for students to be exposed to and experiment with tools used in commercial software development environments. This paper provides a descriptive overview of the development and implementation of a professional software development environment used to support computer science capstone programming projects. To date, the environment has been used to support work on a National Science Foundation funded database courseware project that includes over 100 interactive software modules. The environment was built using a collection of open-source applications that provide version control, task assignment and tracking, collaborative team tools, bug tracking, and project documentation management. This project has created a venue for providing consistent high quality real-world types of experiences for students completing their capstone requirement.","2011-10","2016-03-14 21:38:57","2016-03-14 21:38:57","","S4F-1-S4F-3","","","","","","","","","","","","","","","","","","","","","","","","bug tracking; Capstone projects; collaborative team tools; commercial software development environments; computer science capstone programming projects; computer science education; computing disciplines; courseware; database courseware project; database management systems; Databases; experiential education; Experiential learning; interactive software modules; national science foundation; open source applications; open source software; Open-source software; professional software development environment; Programming; project documentation management; public domain software; software development; software engineering; students learning opportunities; task assignment; task tracking; version control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2XN47KP","conferencePaper","2015","Corley, C. S.; Lois, F.; Quezada, S.","Web usage patterns of developers","Software Maintenance and Evolution (ICSME), 2015 IEEE International Conference on","","","10.1109/ICSM.2015.7332489","","Developers often rely on the web-based tools for troubleshooting, collaboration, issue tracking, code reviewing, documentation viewing, and a myriad of other uses. Developers also use the web for non-development purposes, such as reading news or social media. In this paper we explore whether web usage is detriment to a developer's focus on work from a sample over 150 developers. Additionally, we investigate if highly-focused developers use the web differently than other developers. Our qualitative findings suggest highly-focused developers use the web differently, but we are unable to predict a developer's focused based on web usage alone. Further quantitative findings suggest that web usage does not have a negative impact on a developer's focus.","2015-09","2016-03-14 21:38:57","2016-03-14 21:38:57","","381-390","","","","","","","","","","","","","","","","","","","","","","","","Blogs; Buildings; code reviewing; Collaboration; Debugging; developer focus; documentation viewing; Encoding; Heating; Internet; interruptions; personal software process; programming environments; Software; software engineering; troubleshooting; web activity; Web-based tool; Web usage pattern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VARE3MPS","conferencePaper","2013","Correa, D.; Lal, S.; Saini, A.; Sureka, A.","Samekana: A Browser Extension for Including Relevant Web Links in Issue Tracking System Discussion Forum","Software Engineering Conference (APSEC), 2013 20th Asia-Pacific","","","10.1109/APSEC.2013.15","","Several widely used Issue tracking systems (such as Google Issue Tracker and Bugzilla) contains an integrated threaded discussion forum to facilitate discussion between the development and maintenance team (bug reporters, bug triagers, bug fixers and quality assurance managers). We observe that several comments (and even bug report descriptions) posted to issue tracing system contains links to external websites as references to knowledge sources relevant to the discussion. We conduct a survey (and present the results of the survey) of Google Chromium Developers on the importance and usefulness of web references in issue tracking system comments and the need of a web-browser extension which facilitates easy organization and inclusion of web-links in the post. We conduct a characterization study on an experimental dataset from Google Chromium Issue Tracking system and present results on the distribution of number of links in the dataset, categorization of links into pre-defined classes (such as blogs, community based Q&A websites, developer discussion forums, version control system), correlation of number and types of links with various bug report types (such as security, crash, regression and clean-up) and relation between presence of links and bug resolution time. Survey results and data characterization study motivate the need of building a developer productivity tool to facilitate web-link (as references) organization and inclusion in issue tracking system comments. We present a Google Chromium Web Browser Extension called as Samekana and publish the extension on Google Chromium Web Store which can be freely downloaded by users worldwide. The extension contains features such as annotating (using tags, title and description) and saving web references pertaining to multiple bug reports and tasks and then posting it as bibliography (for easy citation and reference) in issue tracking system comments.","2013-12","2016-03-14 21:38:58","2016-03-14 21:38:58","","25-33","","","1","","","","","","","","","","","","","","","","","","","","","bibliography; Browsers; bug report descriptions; bug report types; bug resolution time; Bugzilla; building; Chromium; Computer crashes; data characterization; Developer Productivity Tool; Discussion forums; Empirical Software Engineering and Measurements (ESEM); Google; Google chromium developers; Google chromium issue tracking system; Google chromium Web browser extension; Google chromium Web store; Google issue tracker; including relevant Web links; Internet; issue tracing system; issue tracking system comments; issue tracking system discussion forum; maintenance team; Mining Bug Reports; Mining Software Repositories (MSR); online front-ends; productivity tool; Samekana; Software; software maintenance; Web references; Web sites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIBZGQ3K","conferencePaper","2012","Hora, A.; Anquetil, N.; Ducasse, S.; Bhatti, M.; C. Couto; Valente, M. T.; Martins, J.","Bug Maps: A Tool for the Visual Exploration and Analysis of Bugs","Software Maintenance and Reengineering (CSMR), 2012 16th European Conference on","","","10.1109/CSMR.2012.68","","To harness the complexity of big legacy software, software engineering tools need more and more information on these systems. This information may come from analysis of the source code, study of execution traces, computing of metrics, etc. One source of information received less attention than source code: the bugs on the system. Little is known about the evolutionary behavior, lifetime, distribution, and stability of bugs. In this paper, we propose to consider bugs as first class entities and a useful source of information that can answer such topics. Such analysis is inherently complex, because bugs are intangible, invisible, and difficult to be traced. Therefore, our tool extracts information about bugs from bug tracking systems, link this information to other software artifacts, and explore interactive visualizations of bugs that we call bug maps.","2012-03","2016-03-14 21:38:58","2016-03-14 21:38:58","","523-526","","","","","","","","","","","","","","","","","","","","","","","","Browsers; bug maps; bugs analysis; bugs stability; bug tracking system; Color; Computer bugs; evolutionary behavior; evolutionary computation; History; information resources; information source; interactive bugs visualization; legacy software; Measurement; program debugging; program testing; Software; software artifact; software engineering tools; software maintenance; source code; visual exploration; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCIRABPH","conferencePaper","2012","Nakamura, H.; Nagano, R.; Hisazumi, K.; Kamei, Y.; N. Ubayashi; Fukuda, A.","QORAL: An External Domain-Specific Language for Mining Software Repositories","Empirical Software Engineering in Practice (IWESEP), 2012 Fourth International Workshop on","","","10.1109/IWESEP.2012.20","","The mining software repositories (MSR) field integrates and analyzes data stored in repositories such as source control and bug repositories to provide support to practitioners. In order to provide useful information to practitioners, MSR researchers need to perform tasks iteratively, these tasks include extracting data from repositories, transforming them into specific data formats, and loading them into the statistical analysis tool. These tasks require a significant amount of man hours to implement and execute according to the requirements of the researchers. This paper proposes an external domain-specific language (DSL) called QORAL to facilitate the performance of multiple iterations and environment development. The results from a questionnaire used to evaluate QORAL indicate that it is easy to understand and modify source code.","2012-10","2016-03-14 21:38:58","2016-03-14 21:38:58","","23-29","","","","","","","","","","","","","","","","","","","","","","","","bug repository; bug tracking system; configuration management; data analysis; data extraction; data format; data integration; data mining; DSL; environment development; external domain-specific language; Grammar; libraries; Loading; Measurement; MSR; multiple iteration; program debugging; QORAL; Software; software engineering; software repository mining; source code modification; source control; statistical analysis tool; version control system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXFS9G2I","journalArticle","2010","Zimmermann, T.; Premraj, R.; Bettenburg, N.; Just, S.; Schroter, A.; Weiss, C.","What Makes a Good Bug Report?","IEEE Transactions on Software Engineering","","0098-5589","10.1109/TSE.2010.63","","In software development, bug reports provide crucial information to developers. However, these reports widely differ in their quality. We conducted a survey among developers and users of APACHE, ECLIPSE, and MOZILLA to find out what makes a good bug report. The analysis of the 466 responses revealed an information mismatch between what developers need and what users supply. Most developers consider steps to reproduce, stack traces, and test cases as helpful, which are, at the same time, most difficult to provide for users. Such insight is helpful for designing new bug tracking tools that guide users at collecting and providing more helpful information. Our CUEZILLA prototype is such a tool and measures the quality of new bug reports; it also recommends which elements should be added to improve the quality. We trained CUEZILLA on a sample of 289 bug reports, rated by developers as part of the survey. The participants of our survey also provided 175 comments on hurdles in reporting and resolving bugs. Based on these comments, we discuss several recommendations for better bug tracking systems, which should focus on engaging bug reporters, better tool support, and improved handling of bug duplicates.","2010-09","2016-03-14 21:38:59","2016-03-14 21:38:59","","618-643","","5","36","","","","","","","","","","","","","","","","","","","","","and enhancement; APACHE; bug tracking tools; Computer bugs; CUEZILLA prototype; Debugging; distribution; Eclipse; Engineering management; Human factors; Information analysis; maintenance; management; measurement.; MOZILLA; program debugging; Programming; program testing; Prototypes; software development; software engineering; software maintenance; software quality; software testing; Testing and debugging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FH3S3E6","conferencePaper","2010","Netto, F.; Barros, M. O.; Alvim, A. C. F.","An Automated Approach for Scheduling Bug Fix Tasks","Software Engineering (SBES), 2010 Brazilian Symposium on","","","10.1109/SBES.2010.16","","Even if a development team uses the best Software Engineering practices to produce high-quality software, end users may find defects that were not previously identified during the software development life-cycle. These defects must be fixed and new versions of the software incorporating the patches that solve them must be released. The project manager must schedule a set of error correction tasks with different priorities in order to minimize the time required to accomplish these tasks and guarantee that the more important issues have been fixed. Given the large number of distinct schedules, an automatically tool to find good schedules may be helpful to project managers. This work proposes a method which captures relevant information from bug repositories and submits them to a genetic algorithm to find near optimal bug correction task schedules. We have evaluated the approach using a subset of the Eclipse bug repository and it suggested better schedules than the actual schedules followed by Eclipse developers.","2010-09","2016-03-14 21:38:59","2016-03-14 21:38:59","","80-89","","","","","","","","","","","","","","","","","","","","","","","","Bismuth; bug resolution; Computer bugs; eclipse bug repository; error correction tasks; genetic algorithm; genetic algorithms; high-quality software; near optimal bug correction task schedules; Niobium; program debugging; Programming; Schedules; Search based software engineering; Software; software development life-cycle; software engineering; software engineering practices; software quality; task allocation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7NSFPEG","conferencePaper","2008","Anvik, J.; Storey, M. A.","Task articulation in software maintenance: Integrating source code annotations with an issue tracking system","Software Maintenance, 2008. ICSM 2008. IEEE International Conference on","","","10.1109/ICSM.2008.4658104","","Managing and articulating development tasks is an important aspect of software maintenance. Developers already have a variety of specialty tools to support task management, for example, issue tracking and configuration management software, but they also make use of other tools within their software engineering environments to support software task management. An example of one such mechanism is the appropriation of source code comments to document finer grained details of formally specified tasks. In this research, we propose and present a tool that integrates these source code annotations with an issue tracking management system. We describe how this tool addresses deficiencies that occur in task management and propose future research to improve task management.","2008-09","2016-03-14 21:38:59","2016-03-14 21:38:59","","460-461","","","","","","","","","","","","","","","","","","","","","","","","Collaborative software; Collaborative work; Computer science; configuration management software; Engineering management; Environmental management; groupware; issue tracking system; software development management; software engineering; software maintenance; software task management; Software tools; source code annotations; Tagging; task articulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54E7JVAU","conferencePaper","2012","Merten, T.; Schäfer, T.; Bürsner, S.","Using RE knowledge to assist automatically during requirement specification","Requirements Engineering Education and Training (REET), 2012 IEEE 7th International Workshop on","","","10.1109/REET.2012.6360068","","In a two semester software engineering (SE) course at Bonn-Rhine-Sieg University students have the opportunity to actually elicit, analyze and document requirements as well as design and develop a correspondent software product in teams of approximately four. The students have to use an issue tracking software in combination with a Requirements Engineering (RE) tool to document and plan their work. Though the course starts with RE theory from elicitation via documentation and traceability, we found that the students find it difficult to combine different RE artifact types and to develop useful traces between them. In this paper we present an approach to provide feedback and give pro-active advice inside an RE tool, while the specification is created. To derive this feedback we use a knowledge base containing rules and best practices to create a requirements specification. An assistance system applies these rules to guide the user in different situations, beginning with an empty specification up to the implementation of various RE artifact types and traces between them. This paper presents the status of our knowledge-based feedback mechanism and possible extensions. In order to get primary indicators for the value of this approach we did experiments and workshops with eight students who worked with the same tool with and without the feedback system.","2012-09","2016-03-14 21:38:59","2016-03-14 21:38:59","","9-13","","","","","","","","","","","","","","","","","","","","","","","","Cognition; Concrete; direct feedback; Documentation; Education; knowledge based systems; Knowledge engineering; RE; Software; software-based feedback agents; teaching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBMG6PGJ","conferencePaper","2013","Bissyandé, T. F.; Thung, F.; Wang, S.; Lo, D.; Jiang, L.; Réveillère, L.","Empirical Evaluation of Bug Linking","Software Maintenance and Reengineering (CSMR), 2013 17th European Conference on","","","10.1109/CSMR.2013.19","","To collect software bugs found by users, development teams often set up bug trackers using systems such as Bugzilla. Developers would then fix some of the bugs and commit corresponding code changes into version control systems such as svn or git. Unfortunately, the links between bug reports and code changes are missing for many software projects as the bug tracking and version control systems are often maintained separately. Yet, linking bug reports to fix commits is important as it could shed light into the nature of bug fixing processes and expose patterns in software management. Bug linking solutions, such as ReLink, have been proposed. The demonstration of their effectiveness however faces a number of issues, including a reliability issue with their ground truth datasets as well as the extent of their measurements. We propose in this study a benchmark for evaluating bug linking solutions. This benchmark includes a dataset of about 12,000 bug links from 10 programs. These true links between bug reports and their fixes have been provided during bug fixing processes. We designed a number of research questions, to assess both quantitatively and qualitatively the effectiveness of a bug linking tool. Finally, we apply this benchmark on ReLink to report the strengths and limitations of this bug linking tool.","2013-03","2016-03-14 21:39:00","2016-03-14 21:39:00","","89-98","","","","","","","","","","","","","","","","","","","","","","","","benchmark; Benchmark testing; Bug Linking; bug linking empirical evaluation; bug linking tool; bug tracking system; Bugzilla system; code change; Computer bugs; Control systems; empirical evaluation; ground truth dataset; Information retrieval; Joining processes; missing links; program debugging; ReLink; ReLink solution; Software; software bug collection; software engineering; software management; software project; Training data; version control system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DADMC4DF","conferencePaper","2014","Saha, R. K.; Lawall, J.; Khurshid, S.; Perry, D. E.","On the Effectiveness of Information Retrieval Based Bug Localization for C Programs","Software Maintenance and Evolution (ICSME), 2014 IEEE International Conference on","","","10.1109/ICSME.2014.38","","Localizing bugs is important, difficult, and expensive, especially for large software projects. To address this problem, information retrieval (IR) based bug localization has increasingly been used to suggest potential buggy files given a bug report. To date, researchers have proposed a number of IR techniques for bug localization and empirically evaluated them to understand their effectiveness. However, virtually all of the evaluations have been limited to the projects written in object-oriented programming languages, particularly Java. Therefore, the effectiveness of these techniques for other widely used languages such as C is still unknown. In this paper, we create a benchmark dataset consisting of more than 7,500 bug reports from five popular C projects and rigorously evaluate our recently introduced IR-based bug localization tool using this dataset. Our results indicate that although the IR-relevant properties of C and Java programs are different, IR-based bug localization in C software at the file level is overall as effective as in Java software. However, we also find that the recent advance of using program structure information in performing bug localization gives less of a benefit for C software than for Java software.","2014-09","2016-03-14 21:39:00","2016-03-14 21:39:00","","161-170","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; buggy files; Bug Localization; C language; C programs; Information retrieval; Java; Java programs; Kernel; Linux; Measurement; object-oriented programming; object-oriented programming languages; program debugging; Search; software projects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWNRG694","journalArticle","2015","Ye, X.; Bunescu, R.; Liu, C.","Mapping Bug Reports to Relevant Files: A Ranking Model, a Fine-grained Benchmark, and Feature Evaluation","IEEE Transactions on Software Engineering","","0098-5589","10.1109/TSE.2015.2479232","","When a new bug report is received, developers usually need to reproduce the bug and perform code reviews to find the cause, a process that can be tedious and time consuming. A tool for ranking all the source files with respect to how likely they are to contain the cause of the bug would enable developers to narrow down their search and improve productivity. This paper introduces an adaptive ranking approach that leverages project knowledge through functional decomposition of source code, API descriptions of library components, the bug-fixing history, the code change history, and the file dependency graph. Given a bug report, the ranking score of each source file is computed as a weighted combination of an array of features, where the weights are trained automatically on previously solved bug reports using a learning-to-rank technique. We evaluate the ranking system on six large scale open source Java projects, using the before-fix version of the project for every bug report. The experimental results show that the learning-to-rank approach outperforms three recent state-of-the-art methods. In particular, our method makes correct recommendations within the top 10 ranked source files for over 70% of the bug reports in the Eclipse Platform and Tomcat projects.","2015","2016-03-14 21:39:01","2016-03-14 21:39:01","","1-1","","99","PP","","","","","","","","","","","","","","","","","","","","","Benchmark testing; Bug Reports; Collaboration; Computational modeling; Computer bugs; History; learning to rank; Software; software maintenance; Standards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
