"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IIHETFG2","conferencePaper","2012","Bertino, Nic","Modern Version Control: Creating an Efficient Development Ecosystem","Proceedings of the 40th Annual ACM SIGUCCS Conference on User Services","978-1-4503-1494-7","","10.1145/2382456.2382510","http://doi.acm.org/10.1145/2382456.2382510","","2012","2016-03-14 21:39:54","2016-03-14 21:39:54","","219–222","","","","","","","SIGUCCS '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","automated deployment; decentralized version control; GIT; issue tracking; redmine; source control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6AA7C5C9","conferencePaper","2012","Somasundaram, Kalyanasundaram; Murphy, Gail C.","Automatic Categorization of Bug Reports Using Latent Dirichlet Allocation","Proceedings of the 5th India Software Engineering Conference","978-1-4503-1142-7","","10.1145/2134254.2134276","http://doi.acm.org/10.1145/2134254.2134276","","2012","2016-03-14 21:39:54","2016-03-14 21:39:54","","125–130","","","","","","","ISEC '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","component recommendation; recommendation system; software bug triage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7IZHCE5","conferencePaper","2012","Caglayan, Bora; Misirli, Ayse Tosun; Miranskyy, Andriy; Turhan, Burak; Bener, Ayse","Factors Characterizing Reopened Issues: A Case Study","Proceedings of the 8th International Conference on Predictive Models in Software Engineering","978-1-4503-1241-7","","10.1145/2365324.2365327","http://doi.acm.org/10.1145/2365324.2365327","","2012","2016-03-14 21:39:54","2016-03-14 21:39:54","","1–10","","","","","","","PROMISE '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","issue management; issue reopening; issue repository; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNEEK9X2","conferencePaper","2014","Borg, Markus","Embrace Your Issues: Compassing the Software Engineering Landscape Using Bug Reports","Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering","978-1-4503-3013-8","","10.1145/2642937.2653469","http://doi.acm.org/10.1145/2642937.2653469","","2014","2016-03-14 21:39:54","2016-03-14 21:39:54","","891–894","","","","","","","ASE '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","Information retrieval; issue management; machine learning; recommendation systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG4WU6EB","conferencePaper","2014","Thung, Ferdian; Le, Tien-Duy B.; Kochhar, Pavneet Singh; Lo, David","BugLocalizer: Integrated Tool Support for Bug Localization","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","978-1-4503-3056-5","","10.1145/2635868.2661678","http://doi.acm.org/10.1145/2635868.2661678","","2014","2016-03-14 21:39:54","2016-03-14 21:39:54","","767–770","","","","","","","FSE 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Localization; Bugzilla; GIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77DKCICT","journalArticle","2008","Castro, Miguel; Costa, Manuel; Martin, Jean-Philippe","Better Bug Reporting with Better Privacy","SIGARCH Comput. Archit. News","","0163-5964","10.1145/1353534.1346322","http://doi.acm.org/10.1145/1353534.1346322","","2008-03","2016-03-14 21:39:54","2016-03-14 21:39:54","","319–328","","1","36","","","","","","","","","","","","","","","","","","","","","Bug Reports; constraint solving; privacy; symbolic execution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78W6QDXJ","journalArticle","2008","Castro, Miguel; Costa, Manuel; Martin, Jean-Philippe","Better Bug Reporting with Better Privacy","SIGOPS Oper. Syst. Rev.","","0163-5980","10.1145/1353535.1346322","http://doi.acm.org/10.1145/1353535.1346322","","2008-03","2016-03-14 21:39:55","2016-03-14 21:39:55","","319–328","","2","42","","","","","","","","","","","","","","","","","","","","","Bug Reports; constraint solving; privacy; symbolic execution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTMBJCDK","conferencePaper","2008","Castro, Miguel; Costa, Manuel; Martin, Jean-Philippe","Better Bug Reporting with Better Privacy","Proceedings of the 13th International Conference on Architectural Support for Programming Languages and Operating Systems","978-1-59593-958-6","","10.1145/1346281.1346322","http://doi.acm.org/10.1145/1346281.1346322","","2008","2016-03-14 21:39:55","2016-03-14 21:39:55","","319–328","","","","","","","ASPLOS XIII","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Reports; constraint solving; privacy; symbolic execution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ETIAUPX","journalArticle","2008","Castro, Miguel; Costa, Manuel; Martin, Jean-Philippe","Better Bug Reporting with Better Privacy","SIGPLAN Not.","","0362-1340","10.1145/1353536.1346322","http://doi.acm.org/10.1145/1353536.1346322","","2008-03","2016-03-14 21:39:55","2016-03-14 21:39:55","","319–328","","3","43","","","","","","","","","","","","","","","","","","","","","Bug Reports; constraint solving; privacy; symbolic execution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMDUEMGP","conferencePaper","2010","Sureka, Ashish; Indukuri, Kishore Varma","Linguistic Analysis of Bug Report Titles with Respect to the Dimension of Bug Importance","Proceedings of the Third Annual ACM Bangalore Conference","978-1-4503-0001-8","","10.1145/1754288.1754297","http://doi.acm.org/10.1145/1754288.1754297","","2010","2016-03-14 21:39:55","2016-03-14 21:39:55","","9:1–9:6","","","","","","","COMPUTE '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug report mining; data mining; text analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6HSFFZ4","conferencePaper","2010","Sahoo, Swarup Kumar; Criswell, John; Adve, Vikram","An Empirical Study of Reported Bugs in Server Software with Implications for Automated Bug Diagnosis","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 1","978-1-60558-719-6","","10.1145/1806799.1806870","http://doi.acm.org/10.1145/1806799.1806870","","2010","2016-03-14 21:39:55","2016-03-14 21:39:55","","485–494","","","","","","","ICSE '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug characteristics; Bug Reports; network servers; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R972FZF","conferencePaper","2015","Yeasmin, Shamima; Roy, Chanchal K.; Schneider, Kevin A.","How Should We Read and Analyze Bug Reports: An Interactive Visualization Using Extractive Summaries and Topic Evolution","Proceedings of the 25th Annual International Conference on Computer Science and Software Engineering","","","","http://dl.acm.org/citation.cfm?id=2886444.2886470","","2015","2016-03-14 21:39:55","2016-03-14 21:39:55","","171–180","","","","","","","CASCON '15","","","","IBM Corp.","Riverton, NJ, USA","","","","","","","","","","","","bug report; summary; topic evolution; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJJ7MGFX","conferencePaper","2014","Ye, Xin; Bunescu, Razvan; Liu, Chang","Learning to Rank Relevant Files for Bug Reports Using Domain Knowledge","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","978-1-4503-3056-5","","10.1145/2635868.2635874","http://doi.acm.org/10.1145/2635868.2635874","","2014","2016-03-14 21:39:55","2016-03-14 21:39:55","","689–699","","","","","","","FSE 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Reports; learning to rank; software maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TX2F4VVE","conferencePaper","2008","Bettenburg, Nicolas; Premraj, Rahul; Zimmermann, Thomas; Kim, Sunghun","Extracting Structural Information from Bug Reports","Proceedings of the 2008 International Working Conference on Mining Software Repositories","978-1-60558-024-1","","10.1145/1370750.1370757","http://doi.acm.org/10.1145/1370750.1370757","","2008","2016-03-14 21:39:55","2016-03-14 21:39:55","","27–30","","","","","","","MSR '08","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Reports; patches; source code; stack traces; structural information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJHB2S5P","conferencePaper","2011","Ko, Andrew J.; Lee, Michael J.; Ferrari, Valentina; Ip, Steven; Tran, Charlie","A Case Study of Post-deployment User Feedback Triage","Proceedings of the 4th International Workshop on Cooperative and Human Aspects of Software Engineering","978-1-4503-0576-1","","10.1145/1984642.1984644","http://doi.acm.org/10.1145/1984642.1984644","","2011","2016-03-14 21:39:55","2016-03-14 21:39:55","","1–8","","","","","","","CHASE '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","Bug Reports; bug triage; software evolution; user feedback","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7X6MR82A","journalArticle","2011","Anvik, John; Murphy, Gail C.","Reducing the Effort of Bug Report Triage: Recommenders for Development-oriented Decisions","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/2000791.2000794","http://doi.acm.org/10.1145/2000791.2000794","","2011-08","2016-03-14 21:39:56","2016-03-14 21:39:56","","10:1–10:35","","3","20","","","","","","","","","","","","","","","","","","","","","bug report triage; configuration assistance; machine learning; recommendation; task assignment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2W4ARPFI","conferencePaper","2006","Weimer, Westley","Patches As Better Bug Reports","Proceedings of the 5th International Conference on Generative Programming and Component Engineering","1-59593-237-2","","10.1145/1173706.1173734","http://doi.acm.org/10.1145/1173706.1173734","","2006","2016-03-14 21:39:56","2016-03-14 21:39:56","","181–190","","","","","","","GPCE '06","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug; bug report; counterexample; error; explanation; localization; patch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZND6B8U2","conferencePaper","2013","Tsampoulatidis, Ioannis; Ververidis, Dimitrios; Tsarchopoulos, Panagiotis; Nikolopoulos, Spiros; Kompatsiaris, Ioannis; Komninos, Nicos","ImproveMyCity: An Open Source Platform for Direct Citizen-government Communication","Proceedings of the 21st ACM International Conference on Multimedia","978-1-4503-2404-5","","10.1145/2502081.2502225","http://doi.acm.org/10.1145/2502081.2502225","","2013","2016-03-14 21:39:56","2016-03-14 21:39:56","","839–842","","","","","","","MM '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","egovernment; eparticipation; issue reporting; open source; urban maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJWQN8N2","conferencePaper","2012","Fraser, Steven; Cooper, Kendra; Coplien, Jim; Lennon, Ruth; Ravichandar, Ramya; Spinellis, Diomidis; Succi, Giancarlo","Software Tools Research: A Matter of Scale and Scope - or Commoditization?","Proceedings of the 3rd Annual Conference on Systems, Programming, and Applications: Software for Humanity","978-1-4503-1563-0","","10.1145/2384716.2384740","http://doi.acm.org/10.1145/2384716.2384740","","2012","2016-03-14 21:39:56","2016-03-14 21:39:56","","59–62","","","","","","","SPLASH '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","process; research; tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP3F3VBR","journalArticle","2013","Chen, Yang; Groce, Alex; Zhang, Chaoqiang; Wong, Weng-Keen; Fern, Xiaoli; Eide, Eric; Regehr, John","Taming Compiler Fuzzers","SIGPLAN Not.","","0362-1340","10.1145/2499370.2462173","http://doi.acm.org/10.1145/2499370.2462173","","2013-06","2016-03-14 21:39:57","2016-03-14 21:39:57","","197–208","","6","48","","","","","","","","","","","","","","","","","","","","","automated testing; bug reporting; compiler defect; compiler testing; fuzz testing; random testing; test-case reduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQZAEZX4","conferencePaper","2013","Chen, Yang; Groce, Alex; Zhang, Chaoqiang; Wong, Weng-Keen; Fern, Xiaoli; Eide, Eric; Regehr, John","Taming Compiler Fuzzers","Proceedings of the 34th ACM SIGPLAN Conference on Programming Language Design and Implementation","978-1-4503-2014-6","","10.1145/2491956.2462173","http://doi.acm.org/10.1145/2491956.2462173","","2013","2016-03-14 21:39:57","2016-03-14 21:39:57","","197–208","","","","","","","PLDI '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","automated testing; bug reporting; compiler defect; compiler testing; fuzz testing; random testing; test-case reduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49B2VST3","conferencePaper","2010","Torchiano, Marco; Ricca, Filippo","Impact Analysis by Means of Unstructured Knowledge in the Context of Bug Repositories","Proceedings of the 2010 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","978-1-4503-0039-1","","10.1145/1852786.1852847","http://doi.acm.org/10.1145/1852786.1852847","","2010","2016-03-14 21:39:57","2016-03-14 21:39:57","","47:1–47:4","","","","","","","ESEM '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","impact analysis; natural language processing techniques; software repositories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7PD25MF","conferencePaper","2014","Valdivia Garcia, Harold; Shihab, Emad","Characterizing and Predicting Blocking Bugs in Open Source Projects","Proceedings of the 11th Working Conference on Mining Software Repositories","978-1-4503-2863-0","","10.1145/2597073.2597099","http://doi.acm.org/10.1145/2597073.2597099","","2014","2016-03-14 21:39:57","2016-03-14 21:39:57","","72–81","","","","","","","MSR 2014","","","","ACM","New York, NY, USA","","","","","","","","","","","","Code Metrics; Post-release Defects; Process Metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGQ686MM","journalArticle","2012","Regehr, John; Chen, Yang; Cuoq, Pascal; Eide, Eric; Ellison, Chucky; Yang, Xuejun","Test-case Reduction for C Compiler Bugs","SIGPLAN Not.","","0362-1340","10.1145/2345156.2254104","http://doi.acm.org/10.1145/2345156.2254104","","2012-06","2016-03-14 21:39:57","2016-03-14 21:39:57","","335–346","","6","47","","","","","","","","","","","","","","","","","","","","","automated testing; bug reporting; compiler defect; compiler testing; random testing; test-case minimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBFUCRI7","conferencePaper","2012","Regehr, John; Chen, Yang; Cuoq, Pascal; Eide, Eric; Ellison, Chucky; Yang, Xuejun","Test-case Reduction for C Compiler Bugs","Proceedings of the 33rd ACM SIGPLAN Conference on Programming Language Design and Implementation","978-1-4503-1205-9","","10.1145/2254064.2254104","http://doi.acm.org/10.1145/2254064.2254104","","2012","2016-03-14 21:39:57","2016-03-14 21:39:57","","335–346","","","","","","","PLDI '12","","","","ACM","New York, NY, USA","","","","","","","","","","","","automated testing; bug reporting; compiler defect; compiler testing; random testing; test-case minimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JT38UHVV","conferencePaper","2015","Gu, Rui; Jin, Guoliang; Song, Linhai; Zhu, Linjie; Lu, Shan","What Change History Tells Us About Thread Synchronization","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","978-1-4503-3675-8","","10.1145/2786805.2786815","http://doi.acm.org/10.1145/2786805.2786815","","2015","2016-03-14 21:39:57","2016-03-14 21:39:57","","426–438","","","","","","","ESEC/FSE 2015","","","","ACM","New York, NY, USA","","","","","","","","","","","","Concurrency Bugs; empirical study; Locks; Multi-Threaded Software; Performance Bugs; repository mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QEIBPAJ","conferencePaper","2014","Ahmed, Iftekhar; Mohan, Nitin; Jensen, Carlos","The Impact of Automatic Crash Reports on Bug Triaging and Development in Mozilla","Proceedings of The International Symposium on Open Collaboration","978-1-4503-3016-9","","10.1145/2641580.2641585","http://doi.acm.org/10.1145/2641580.2641585","","2014","2016-03-14 21:39:58","2016-03-14 21:39:58","","1:1–1:8","","","","","","","OpenSym '14","","","","ACM","New York, NY, USA","","","","","","","","","","","","Automatic Crash reporting; Debugging; FOSS; Free/Open Source Software; Open Bug Reporting; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSMCJDGQ","conferencePaper","2011","Heller, Florian; Lichtschlag, Leonhard; Wittenhagen, Moritz; Karrer, Thorsten; Borchers, Jan","Me Hates This: Exploring Different Levels of User Feedback for (Usability) Bug Reporting","CHI '11 Extended Abstracts on Human Factors in Computing Systems","978-1-4503-0268-5","","10.1145/1979742.1979774","http://doi.acm.org/10.1145/1979742.1979774","","2011","2016-03-14 21:39:58","2016-03-14 21:39:58","","1357–1362","","","","","","","CHI EA '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","evaluation; Feedback; modality; Usability; user reports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWPTUV7T","conferencePaper","2010","Rastkar, Sarah; Murphy, Gail C.; Murray, Gabriel","Summarizing Software Artifacts: A Case Study of Bug Reports","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 1","978-1-60558-719-6","","10.1145/1806799.1806872","http://doi.acm.org/10.1145/1806799.1806872","","2010","2016-03-14 21:39:58","2016-03-14 21:39:58","","505–514","","","","","","","ICSE '10","","","","ACM","New York, NY, USA","","","","","","","","","","","","human-centric software engineering; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FV8VXR5Q","journalArticle","2010","Singh, V. B.; Kapur, P. K.; Tandon, Abhishek","Measuring Reliability Growth of Software by Considering Fault Dependency, Debugging Time Lag Functions and Irregular Fluctuation","SIGSOFT Softw. Eng. Notes","","0163-5948","10.1145/1764810.1764831","http://doi.acm.org/10.1145/1764810.1764831","","2010-05","2016-03-14 21:39:58","2016-03-14 21:39:58","","1–11","","3","35","","","","","","","","","","","","","","","","","","","","","defect density; fault dependency; open source software (OSS); stochastic differential equations (SDE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ESD2TJF","conferencePaper","2013","Heck, Petra; Zaidman, Andy","An Analysis of Requirements Evolution in Open Source Projects: Recommendations for Issue Trackers","Proceedings of the 2013 International Workshop on Principles of Software Evolution","978-1-4503-2311-6","","10.1145/2501543.2501550","http://doi.acm.org/10.1145/2501543.2501550","","2013","2016-03-14 21:39:59","2016-03-14 21:39:59","","43–52","","","","","","","IWPSE 2013","","","","ACM","New York, NY, USA","","","","","","","","","","","","feature request; issue tracker; open source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4XKKDZF","journalArticle","2007","Reid, Karen L.; Wilson, Gregory V.","DrProject: A Software Project Management Portal to Meet Educational Needs","SIGCSE Bull.","","0097-8418","10.1145/1227504.1227421","http://doi.acm.org/10.1145/1227504.1227421","","2007-03","2016-03-14 21:39:59","2016-03-14 21:39:59","","317–321","","1","39","","","","","","","","","","","","","","","","","","","","","courseware; Education; software engineering; Software tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD9KMS98","conferencePaper","2007","Reid, Karen L.; Wilson, Gregory V.","DrProject: A Software Project Management Portal to Meet Educational Needs","Proceedings of the 38th SIGCSE Technical Symposium on Computer Science Education","1-59593-361-1","","10.1145/1227310.1227421","http://doi.acm.org/10.1145/1227310.1227421","","2007","2016-03-14 21:39:59","2016-03-14 21:39:59","","317–321","","","","","","","SIGCSE '07","","","","ACM","New York, NY, USA","","","","","","","","","","","","courseware; Education; software engineering; Software tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IRUVCRS","conferencePaper","2011","Corley, Christopher S.; Kraft, Nicholas A.; Etzkorn, Letha H.; Lukins, Stacy K.","Recovering Traceability Links Between Source Code and Fixed Bugs via Patch Analysis","Proceedings of the 6th International Workshop on Traceability in Emerging Forms of Software Engineering","978-1-4503-0589-1","","10.1145/1987856.1987863","http://doi.acm.org/10.1145/1987856.1987863","","2011","2016-03-14 21:39:59","2016-03-14 21:39:59","","31–37","","","","","","","TEFSE '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug assignment; bug mapping; link recovery; mining software repositories; traceability; trace automation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJMPNCDV","conferencePaper","2004","Sinnett, Christian J.; Barr, Tammy","OSU Helpdesk: A Cost-effective Helpdesk Solution for Everyone","Proceedings of the 32Nd Annual ACM SIGUCCS Conference on User Services","1-58113-869-5","","10.1145/1027802.1027851","http://doi.acm.org/10.1145/1027802.1027851","","2004","2016-03-14 21:39:59","2016-03-14 21:39:59","","209–216","","","","","","","SIGUCCS '04","","","","ACM","New York, NY, USA","","","","","","","","","","","","call tracking; helpdesk; inventory; knowledgebase; management tools; open source; scheduling; service level agreements; support tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6JGMVBS","conferencePaper","2005","Ohira, Masao; Ohsugi, Naoki; Ohoka, Tetsuya; Matsumoto, Ken-ichi","Accelerating Cross-project Knowledge Collaboration Using Collaborative Filtering and Social Networks","Proceedings of the 2005 International Workshop on Mining Software Repositories","1-59593-123-6","","10.1145/1082983.1083163","http://doi.acm.org/10.1145/1082983.1083163","","2005","2016-03-14 21:39:59","2016-03-14 21:39:59","","1–5","","","","","","","MSR '05","","","","ACM","New York, NY, USA","","","","","","","","","","","","collaborative filtering; knowledge collaboration; social networks; visualization tool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DC5I5KZP","conferencePaper","2013","Vyas, Dhaval","Ethnography of Software Maintenance Activities in an Industrial Engineering Setup","Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction","978-1-4503-2253-9","","10.1145/2525194.2525269","http://doi.acm.org/10.1145/2525194.2525269","","2013","2016-03-14 21:39:59","2016-03-14 21:39:59","","242–246","","","","","","","APCHI '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","design; ethnography; software bug-fixing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6XZ34D4","conferencePaper","2009","Bachmann, Adrian; Bernstein, Abraham","Software Process Data Quality and Characteristics: A Historical View on Open and Closed Source Projects","Proceedings of the Joint International and Annual ERCIM Workshops on Principles of Software Evolution (IWPSE) and Software Evolution (Evol) Workshops","978-1-60558-678-6","","10.1145/1595808.1595830","http://doi.acm.org/10.1145/1595808.1595830","","2009","2016-03-14 21:40:00","2016-03-14 21:40:00","","119–128","","","","","","","IWPSE-Evol '09","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug tracker; case study; closed source; data characteristics; Data Quality; open source; version control system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUHV7GAU","conferencePaper","2013","Halfaker, Aaron; Keyes, Oliver; Taraborelli, Dario","Making Peripheral Participation Legitimate: Reader Engagement Experiments in Wikipedia","Proceedings of the 2013 Conference on Computer Supported Cooperative Work","978-1-4503-1331-5","","10.1145/2441776.2441872","http://doi.acm.org/10.1145/2441776.2441872","","2013","2016-03-14 21:40:00","2016-03-14 21:40:00","","849–860","","","","","","","CSCW '13","","","","ACM","New York, NY, USA","","","","","","","","","","","","experiment; legitimate peripheral participation; open production; participation; quatitative; social learning; wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EN9ITUD","conferencePaper","2012","Artho, Cyrille; Suzaki, Kuniyasu; Di Cosmo, Roberto; Treinen, Ralf; Zacchiroli, Stefano","Why Do Software Packages Conflict?","Proceedings of the 9th IEEE Working Conference on Mining Software Repositories","978-1-4673-1761-0","","","http://dl.acm.org/citation.cfm?id=2664446.2664470","","2012","2016-03-14 21:40:00","2016-03-14 21:40:00","","141–150","","","","","","","MSR '12","","","","IEEE Press","Piscataway, NJ, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EESRVWXX","conferencePaper","2015","Di Ruscio, Davide; Kolovos, Dimitris S.; Korkontzelos, Ioannis; Matragkas, Nicholas; Vinju, Jurgen J.","OSSMETER: A Software Measurement Platform for Automatically Analysing Open Source Software Projects","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","978-1-4503-3675-8","","10.1145/2786805.2803186","http://doi.acm.org/10.1145/2786805.2803186","","2015","2016-03-14 21:40:00","2016-03-14 21:40:00","","970–973","","","","","","","ESEC/FSE 2015","","","","ACM","New York, NY, USA","","","","","","","","","","","","open source software; source code analysis; Text mining techniques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F2687W6","conferencePaper","2009","Tosun, Ayşe; Turhan, Burak; Bener, Ayşe","Practical Considerations in Deploying AI for Defect Prediction: A Case Study Within the Turkish Telecommunication Industry","Proceedings of the 5th International Conference on Predictor Models in Software Engineering","978-1-60558-634-2","","10.1145/1540438.1540453","http://doi.acm.org/10.1145/1540438.1540453","","2009","2016-03-14 21:40:00","2016-03-14 21:40:00","","11:1–11:9","","","","","","","PROMISE '09","","","","ACM","New York, NY, USA","","","","","","","","","","","","AI methods; experience report; prediction; Software Defect Prediction; static code attributes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSRE4KP6","conferencePaper","2011","Duc Anh, Nguyen; Cruzes, Daniela S.; Conradi, Reidar; Ayala, Claudia","Empirical Validation of Human Factors in Predicting Issue Lead Time in Open Source Projects","Proceedings of the 7th International Conference on Predictive Models in Software Engineering","978-1-4503-0709-3","","10.1145/2020390.2020403","http://doi.acm.org/10.1145/2020390.2020403","","2011","2016-03-14 21:40:00","2016-03-14 21:40:00","","13:1–13:10","","","","","","","Promise '11","","","","ACM","New York, NY, USA","","","","","","","","","","","","bug lead time; bug prediction; bug triage; classification model; empirical study; issue lead time; issue resolution time; regression model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D6HNCVS","conferencePaper","2015","Altinger, Harald; Siegl, Sebastian; Dajsuren, Yanja; Wotawa, Franz","A Novel Industry Grade Dataset for Fault Prediction Based on Model-driven Developed Automotive Embedded Software","Proceedings of the 12th Working Conference on Mining Software Repositories","","","","http://dl.acm.org/citation.cfm?id=2820518.2820596","","2015","2016-03-14 21:40:00","2016-03-14 21:40:00","","494–497","","","","","","","MSR '15","","","","IEEE Press","Piscataway, NJ, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
